hgnc_symbol	adipose	colon	heart	hypothalamus	kidney
BMF	0.623	0.98	0.325	0.109	0.486
BMP1	0.365	0.474	0.398	0.167	0.164
BMP10	0	0	139.591	0	0.012
BMP15	0	0	0	0	0
BMP2K	3.195	1.447	3.272	5.415	2.99
BMP3	0.013	0.991	0.016	0.093	0.094
BMP4	0.36	1.514	0.732	0.416	0.557
BMP6	1.194	0.257	0.793	2.441	1.714
BMP7	0.118	0.281	0.74	3.337	0.805
BMPR1A	5.555	6.073	9.424	7.23	4.83
BMPR1B	0.198	0.166	0.526	3.905	1.817
BMPR2	5.294	2.589	10.804	13.357	6.8
BMX	0.284	0.338	1.407	0.015	0.553
BNC1	0.016	0.033	0.024	0	0.008
BNC2	1.395	2.045	1.33	0.369	1.918
BNIP1	0.699	0.289	1.049	1.017	0.674
SLC4A5	0.058	0.203	0.15	0.346	0.114
BOLL	0	0	0	0	0.007
BOP1	0.356	0.282	0.275	0.655	0.344
BPESC1	0	0	0	0	0
SLC6A15	0.042	0.041	0.021	3.335	0.026
BPNT1	1.253	1.661	1.727	2.679	3.601
BPTF	7.846	6.124	10.88	11.308	11.557
BRCA1	2.035	4.324	1.423	1.04	0.509
BRD7	23.108	16.882	26.88	35.655	26.213
BRD7P3	0.627	0.575	0.553	0.431	0.505
BRD9	2.915	3.599	2.603	4.195	2.892
BRE	6.206	6.399	6.678	8.78	8.775
BREA2	0	0.231	0	0	0.019
BRP44	31.275	24.313	45.341	46.726	36.777
BRPF1	1.134	1.751	0.867	1.507	0.937
BRPF3	1.372	2.895	2.037	2.636	4.279
BRSK2	0.021	0.352	0.064	2.326	0.132
SLC6A16	0.138	0.158	0.038	0.09	0.228
BSCL2	1.17	1.143	0.631	10.51	2.325
BSPH1	0	0	0	0.058	0
BTBD1	14.908	5.83	41.225	31.263	15.779
SLC9A9	2.316	0.736	1.979	1.727	0.556
BTBD6	2.722	1.362	1.072	1.146	0.795
SMARCAL1	0.631	0.676	0.768	0.922	0.86
BTG1	8.972	3.183	7.061	1.92	4.197
BTG4	0	0	0	0	0
BTN1A1	0.039	0	0	0.106	0
BTN2A2	1.268	1.416	0.783	0.86	0.848
BTN2A3	0.754	1.108	0.405	0.198	0.53
BTN3A1	4.997	4.53	4.481	2.424	4.121
BTNL8	0.069	1.254	0.058	0	0.151
BUB1	0.43	0.683	0.261	0.043	0.011
BVES	0.628	1.396	11.415	1.206	0.525
BZW2	1.431	1.483	13.954	1.902	1.722
C10orf107	0.294	0.123	0.134	3.395	0.356
C10orf108	0.287	1.165	0.602	0.138	0.82
C10orf118	2.328	1.45	4.09	3.272	5.583
C10orf128	0	0.47	0.243	0	0.048
SMCR7	0.12	0.105	0.374	0.404	0.577
C10orf2	0.704	0.902	1.542	1.993	1.534
C10orf26	5.384	2.674	3.727	3.204	3.386
C10orf4	4.514	1.896	9.01	6.441	5.454
C10orf40	0	0	0	0	0
C10orf41	0.03	0.084	0.015	0	0.075
C10orf57	0.938	0.568	0.467	1.21	1.275
C10orf58	59.189	9.192	11.053	23.022	17.393
C10orf82	0	0	0.075	0.229	0.037
SNORD45C	2.354	2.637	0	0.972	0.475
C11orf10	16.529	11.575	39.053	30.975	20.391
C11orf16	0.019	0.027	0	0	0.01
C11orf21	0.097	0.102	0.099	0.017	0
C11orf30	1.113	0.957	1.502	1.258	1.463
C11orf35	0	0.037	0	0	0.062
C11orf45	0.75	0.114	0.231	0.408	0.235
C11orf52	0.451	0.767	0.85	0.133	4.733
SNORD55	28.284	34.749	20.909	34.818	44.849
C11orf70	0.467	0.184	0.297	0.934	0.502
C11orf71	0.057	0.119	0	0.117	0.172
C11orf73	0.491	0.315	1.578	0.591	0.351
C11orf74	17.509	5.3	37.579	35.025	17.953
C11orf83	0.918	2.612	0.903	1.894	1.535
C11orf85	0	0	0.022	0	0.377
C11orf86	0	0.195	0	0	0
C11orf9	0.013	0.349	0.016	1.82	0.261
SNX19	7.576	3.266	6.95	8.952	6.705
C12orf36	0	3.048	0.007	0	0.007
C12orf40	0.026	0	0	0.014	0
C12orf47	1.205	2.296	1.697	3.631	1.655
C12orf72	0.141	0.086	0.259	0.218	0.329
C12orf75	0.377	0.471	0.464	0.361	2.54
C12orf76	0.698	1.44	0.412	13.415	1.267
C13orf29	0.244	0.224	0.23	0.108	0.176
C13orf33	7.866	0.764	3.44	1.791	0.388
C13orf36	0.034	0.176	0.081	7.268	0.104
C13orf38	0.543	0.159	0.23	1.448	0.8
C14orf102	1.325	2.093	1.609	2.1	2.622
C14orf104	0.595	0.842	1.151	1.164	1.539
C14orf109	4.112	2.396	3.883	3.768	5.459
SORBS1	125.698	28.102	73.031	27.935	6.985
C14orf129	0.426	1.393	0.577	2.64	0.942
C14orf148	0.145	0.217	0.084	0.213	0.052
C14orf166B	0.085	0	0	0.087	0
C14orf167	0.508	0.505	0.366	0.662	1.944
C14orf178	0	0.029	0.063	0.043	0.021
C14orf184	0.028	0.287	0.136	0.088	0.079
SP8	0	0.078	0	0.063	0
C14orf43	1.612	1.925	1.035	1.727	1.472
SPACA3	0	0.031	0	0.093	0
C14orf48	0	0	0	0	0
SPANXB1	0	0	0	0	0
C14orf80	0.068	0.272	0	0.282	0.046
C14orf93	0.809	1.057	0.427	0.674	0.731
C15orf17	2.772	1.586	3.109	3.576	2.157
C15orf2	0.027	0.102	0.03	0.104	0.258
C15orf23	1.973	2.93	1.31	3.914	1.39
C15orf27	0.015	0.161	0.023	0.442	0.356
C15orf37	0.37	0.605	0.367	0.527	0.445
C15orf38	4.213	4.431	2.001	3.787	2.492
C15orf40	0.184	0.361	0.224	0.038	0.223
C15orf42	0.066	0.416	0.087	0.074	0.036
C15orf55	0	0.108	0	0	0
C15orf57	0.934	2.14	1.175	0.92	1.308
C15orf61	0.312	0.258	0.447	0.791	0.387
SPATA3	0	0	0	0	0
SPESP1	0.602	0.018	1.594	0.513	0.925
SPTBN4	0.046	0.117	0.131	2.334	0.038
C16orf35	0.407	0.266	0.427	0.588	0.692
C16orf46	0.423	0.148	0.927	1.784	0.98
C16orf5	0.241	0.544	0.517	2.018	1.238
C16orf54	0.127	0.762	0.165	0.102	0.064
C16orf55	0.168	0.27	0.162	1.021	0.398
C16orf61	8.928	4.627	31.574	25.971	16.071
C16orf67	0.062	0.811	0.042	0.32	0.95
C16orf7	0.12	0.327	0.183	0.496	0.33
C16orf72	3.95	2.436	5.599	5.913	3.933
C16orf73	0	0	0	0.11	0.141
C16orf78	0	0	0	0	0
C16orf79	0	0.079	0	0.039	0.038
C16orf81	0	0	0	0	0
C16orf86	0.087	0.041	0	0.149	0.073
C16orf87	2.974	1.971	5.257	9.178	6.891
C16orf88	2.486	2.545	2.294	4.372	3.461
C17orf101	0.268	0.604	0.377	0.46	0.345
C17orf106	0.443	1.242	0.188	0.496	0.504
C17orf108	1.537	0.156	0.793	6.37	2.141
C17orf39	1.189	1.063	1.471	1.11	1.262
C17orf42	0.631	0.634	0.835	0.99	1.025
C17orf57	1.085	0.76	0.726	0.386	1.737
C17orf58	0.892	0.822	0.417	1.284	0.794
C17orf63	0.609	1.001	1.062	1.129	1.559
C17orf67	0.045	0	0.046	0.047	0
C17orf69	0.134	0.491	0.273	0.985	0.384
C17orf70	0	0.04	0.024	0.049	0.077
C17orf71	0.495	0.551	0.479	1.439	0.778
C17orf74	0	0.062	0	0	0
C17orf78	0.039	0.318	0.06	0.041	0.169
C17orf82	0	0	0	0	0
C17orf85	2.38	3.177	2.868	2.658	3.428
C17orf87	1.764	2.51	1.4	0.853	1.865
SRP68	12.41	8.313	19.346	23.803	14.648
C17orf90	0.118	0	0.21	0.122	0.239
C17orf95	1.069	0.562	1.662	1.31	2.058
C17orf96	0.034	0.159	0.26	1.725	0.046
C17orf99	0.034	0	0	0	0
C18orf10	6.277	2.926	4.369	10.257	4.507
C18orf19	1.013	0.774	2.717	1.754	1.535
C18orf2	0	0.081	0	0	0.008
C18orf20	0	0	0	0.305	0
C18orf21	2.439	1.064	2.117	3.1	2.32
C18orf34	0.355	0.008	0.017	0.069	1.389
C18orf56	0	0	0	0.045	0
C18orf62	0	0	0	0	0.054
C19orf10	3.354	1.59	4.062	3.677	4.675
C19orf22	0.264	0.441	0.155	0.356	0.164
C19orf24	0.451	0.345	0.271	0.169	1.015
C19orf26	0	0	0.022	0.133	0.014
C19orf33	0	0	0	0	0
C19orf34	0	0	0	0	0
C19orf40	0.226	0.384	0.147	0.4	0.31
C19orf46	0	0.2	0.012	0	0.18
C19orf48	0.317	0.718	0.297	0.151	0.345
C19orf50	4.04	2.122	4.799	5.237	3.936
C19orf52	0.395	0.239	0.28	0.489	0.279
C19orf63	0.566	0.528	0.929	1.109	1.019
C19orf73	0.099	0	0	0.051	0.025
C19orf77	0	1.982	0	0.042	109.653
C1D	3.229	1.357	3.279	6.029	4.317
C1GALT1	5.949	2.428	5.165	10.264	8.553
C1orf100	0.063	0.577	0.193	0.131	0.48
C1orf105	0.037	0.131	2.276	0	0.038
C1orf109	1.855	0.786	0.847	2.606	1.905
C1orf114	0	0.083	1.019	5.848	2.981
C1orf123	4.37	1.684	3.938	4.754	3.763
C1orf124	0.698	0.415	0.782	0.977	0.957
SSBP3	1.841	2.668	3.258	7.582	2.421
C1orf150	0.281	0.079	0.071	0.014	0.021
C1orf163	2.412	1.912	2.067	3.568	3.389
C1orf183	1.233	0.912	3.142	3.446	1.08
C1orf186	0.485	0.541	0.28	0.091	3.975
C1orf189	0.095	0.266	0.193	0	0.431
C1orf192	7.828	4.884	8.237	20.413	12.84
C1orf194	0	0.141	0.026	0.57	0.051
C1orf210	0	0.976	0.013	0	1.119
C1orf212	0.861	1.125	0.942	1.52	1.153
C1orf223	0	0	0	0	0.044
C1orf226	0.149	0.862	0.265	0.193	0.716
C1orf229	0.081	0.228	0.025	0.101	0.041
ST7OT3	0.215	0.05	0.237	0.185	0.326
C1orf27	2.803	0.717	3.244	3.371	5.305
C1orf38	3.387	0.936	2.941	2.023	0.45
C1orf43	9.262	4.438	10.567	12.342	10.747
C1orf54	4.226	2.602	5.215	5.413	2.649
C1orf55	5.148	2.726	5.138	6.635	5.985
C1orf56	0.326	0.52	0.542	0.71	0.558
STARD5	0.391	1.446	0.439	0.23	0.352
STARD6	0	0	0	0.171	0.056
C1orf74	0.447	0.379	0.717	1.578	1.223
C1orf86	0	0.035	0	0	0
C1orf87	0.018	0.013	0.028	1.281	0.009
STXBP4	0.474	0.238	0.604	0.602	1.871
SYNPR	0	0.188	0.057	15.352	0.036
C1orf93	0.176	1.025	0.337	2.28	0.732
C1orf96	0.76	0.577	0.652	7.147	0.597
C1QA	13.277	4.098	11.494	4.244	1.435
C1QC	14.776	3.214	14.923	12.814	2.238
SYT10	0	0.031	0.006	1.314	0.305
C1QTNF1	1.385	0.209	4.054	0.476	0.165
C1QTNF2	0.061	0.139	0.054	0	0.039
C1QTNF3	0.35	0.654	0.133	0.784	0.595
C1QTNF4	0	0	0	0.322	0
C1QTNF7	3.097	1.104	1.139	0.411	1.617
C1QTNF8	0	0	0	0	0.011
C1RL	2.821	1.449	3.151	1.096	2.91
C20orf103	0.021	0	0.01	4.246	0.031
C20orf106	0	0.077	0	0	0
SYT2	0.227	0.632	0.282	1.535	0.258
C20orf11	0.863	1.406	1.314	2.362	1.897
SYTL2	2.643	5.894	2.481	9.898	7.674
C20orf118	0.612	1.474	0.722	0.111	0.709
C20orf165	0	0.107	0.052	0.053	0.155
C20orf194	2.153	0.777	2.007	3.526	2.267
C20orf196	1.367	3.206	1.049	2.362	1.525
C20orf24	4.696	3.693	3.4	4.766	4.334
C20orf26	0.019	0	0.172	0.195	0
C20orf29	0.12	0.351	0.163	0.352	0.435
C20orf7	2.464	1.574	4.268	4.586	3.858
C20orf71	0	0	0	0	0
C21orf125	0.037	0.094	0.025	0.013	0
C21orf128	0	0.036	0	0.177	0
TAC4	0.065	1.185	0.43	0.134	1.348
C21orf2	0.329	0.783	0.209	0.509	1.088
TAGAP	0.449	0.395	0.216	0.415	0.174
C21orf49	0.275	0.664	0.062	0.126	0.464
TAS2R20	0.115	0.175	0.321	0.099	0.63
C21orf59	6.108	2.787	7.159	13.038	9.834
C21orf91	0.676	0.223	1.03	2.505	0.86
C22orf27	0.138	0.133	0.227	0.267	0.209
C22orf28	6.203	6.97	5.901	8.601	8.965
C22orf31	0.034	0.048	0	0	0.069
C22orf32	0.703	0.41	1.654	1.161	1.68
C22orf33	0	0.075	0	0	0
C22orf36	0.207	0.249	0.165	0.519	1.032
C22orf39	0.884	0.485	0.837	1.134	0.712
C22orf40	0.369	0.276	0.612	0.381	0.969
C22orf9	1.624	4.667	1.029	2.688	0.958
C2CD2	5.959	0.713	1.43	1.779	1.125
C2orf28	3.454	2.114	2.741	2.007	2.99
C2orf39	0	0.052	0.015	3.012	0.052
C2orf44	0.292	0.31	0.373	0.603	0.305
C2orf50	0	0.122	0.018	0.287	0.035
C2orf54	0	0.013	0.019	0	0.199
C2orf56	1.91	1.814	5.843	5.295	3.925
C2orf60	0.535	0.36	0.707	0.814	1.351
C2orf65	0.159	0.051	0.022	0.209	0.073
C2orf69	2.434	0.587	3.812	5.756	3.682
C2orf74	24.756	2.116	15.216	34.985	16.367
C2orf85	0	0	0	0.4	0
C2orf88	0.982	1.921	3.463	3.691	1.923
C3	34.928	7.496	39.55	19.654	10.145
C3AR1	2.442	0.303	1.459	1.008	0.218
C3orf14	0.191	0.302	0.535	3.754	0.532
C3orf16	0	0	0	0.383	0
C3orf20	0.022	0	0	0.012	0.023
C3orf22	0	0	0	0	0
C3orf26	7.115	2.031	10.75	22.511	5.891
C3orf37	2.493	1.841	2.704	3.578	1.751
C3orf49	0.057	0.06	0.101	0.589	0.331
C3orf52	0.177	1.321	1.489	0	1.026
C3orf62	0.624	0.58	0.343	0.443	0.444
C3orf67	0.273	0.03	0.015	0.475	0.065
C3orf70	0.261	1.608	0.411	3.519	0.251
TBPL2	0	0	0	0	0.014
C4orf10	0.191	0.54	0.189	0.649	0.419
C4orf19	0.293	0.424	0.026	0.365	0.933
C4orf23	0.555	0.681	0.614	0.348	0.861
C4orf29	0.991	1.093	2.711	1.732	1.433
C4orf3	2.962	1.567	2.567	3.697	4.003
C4orf41	3.275	1.628	3.253	4.883	4.077
C4orf43	2.853	1.528	4.277	3.22	4.408
C5orf13	0.921	2.063	1.842	5.872	3.552
C5orf23	14.752	0.376	3.599	0.264	13.524
C5orf24	2.235	1.581	4.281	4.311	6.814
C5orf30	2.269	1.316	0.681	5.086	0.893
C5orf33	3.737	1.829	6.235	9.909	5.957
TCP10L	0	0	0.083	0.422	0.076
C5orf41	5.276	2.473	3.987	4.69	4.41
C5orf42	1.751	0.884	1.848	3.248	3.396
C5orf44	0.933	0.733	1.178	2.465	1.401
C5orf45	0.035	0.223	0.144	0.256	0.251
C5orf52	0	0	0	0.055	0
C5orf55	0.159	0.08	0.15	0.258	0.299
C5orf60	0.062	0.345	0.031	0.064	0.078
C5orf62	3.198	1.458	1.708	0.288	0.967
C6	0.845	0.257	20.844	0.074	2.926
TCTE1	0	0	0	0.023	0
C6orf10	0.069	0.048	0.07	0.036	0.052
C6orf105	0.297	7.274	0.02	0.592	0.949
C6orf106	7.213	3.064	7.991	5.949	6.397
C6orf108	1.336	0.548	0.304	0.951	1.582
TMED10P	0.291	0.249	0.407	0.385	0.648
TMEM41B	0.317	0.412	0.69	0.677	0.892
TMEM90A	0	0	0	0.145	0
C6orf130	9.258	6.155	7.352	10.199	12.84
TMPRSS8	0	0.009	0	0.013	0
C6orf142	0.223	0.071	27.485	3.424	0.041
C6orf168	0.004	0.377	0.017	3.106	0.101
C6orf174	0.04	0.037	0.016	1.622	0.027
C6orf192	1.03	0.382	0.415	1.328	1.093
C6orf208	0	0.03	0	0.03	0.036
C6orf223	0	0	0.007	0	0.067
C6orf225	0.371	0.452	2.282	5.575	1.715
C6orf25	0	0	0.114	0	0
C6orf48	13.893	6.291	7.975	15.5	11.353
C6orf52	0.137	0.287	0	0.494	0.656
C6orf57	5.176	0.882	1.917	6.568	2.19
C6orf72	30.661	9.808	31.283	20.431	45.659
C6orf97	1.23	0.136	0.247	0.395	0.323
C7orf10	0.137	0.448	0.417	0.448	3.586
C7orf25	2.199	0.819	3.134	3.498	2.802
C7orf26	0.403	0.363	0.292	0.693	0.436
C7orf27	0.476	0.562	0.124	0.337	0.385
TNRC4	0	0.031	0	4.631	0.034
C7orf30	3.064	2.384	12.815	8.18	4.936
C7orf36	2.188	1.983	1.612	3.851	2.036
TOB2	3.845	4.135	5.301	3.038	4.468
C7orf41	66.411	7.846	8.096	182.651	19.81
C7orf43	0.351	1.268	0.341	1.145	0.561
C7orf44	0.857	2.04	2.98	3.272	4.392
C7orf49	6.002	6.185	5.295	5.298	9.126
C7orf50	2.992	4.476	5.885	7.794	6.836
C7orf52	0	0	0.019	0.065	0.044
C7orf53	0.925	0.385	0.972	0.341	1.256
C7orf54	0.2	0.29	0.37	0.31	0.888
C7orf63	0.286	0.08	0.238	0.108	0.665
C7orf64	6.373	3.684	8.176	9.533	8.11
C7orf70	0.846	0.697	1.667	3.662	1.03
C8orf37	0.326	0.091	0.414	0.975	0.691
C8orf38	1.497	1.292	4.018	3.723	2.516
C8orf46	0.095	0.059	0.172	10.996	0.273
C8orf48	0.356	0.214	1.058	0.787	0.873
C8orf59	0.842	0.561	1.913	1.448	1.579
TOM1L2	1.6	1.953	4.096	6.256	2.774
TRAPPC2	0.451	0.397	0.36	0.931	0.788
C8orf80	0.161	1.012	0.077	0.117	1.412
C9	0.041	1.194	0.852	0	1.15
TRAPPC9	1.555	3.128	2.064	4.847	2.489
C9orf110	0.006	0	0	0.02	0
C9orf114	3.462	2.993	3.355	5.063	3.786
C9orf116	0.102	0.107	0.103	0.787	0.796
C9orf119	1.086	1.206	0.912	1.236	1.266
TREX1	0.098	0.103	0	0.025	0.124
C9orf125	0.369	1.686	2.115	4.861	2.175
C9orf131	0.152	0.22	0.275	0.291	0.476
C9orf140	0.038	0.59	0.024	0.465	0.092
C9orf144	0.012	0.004	0	0.012	0.009
C9orf144B	0.009	0.06	0.035	0	0.009
C9orf156	5.265	3.374	3.386	4.903	5.148
C9orf16	0	0.072	0.131	0.372	0
C9orf169	0	0	0	0	0.075
C9orf172	0	0.132	0.013	0.168	0.006
C9orf24	0.855	0.737	1.169	6.179	0.199
C9orf30	1.519	1.264	3.23	3.887	1.758
C9orf37	0.177	0.177	0.064	0.104	0.153
C9orf46	7.256	4.155	6.37	3.268	9.109
CABP4	0.176	0	0.051	0	0
C9orf5	4.661	2.376	7.492	6.709	7.892
C9orf64	3.534	2.672	5.013	3.126	5.983
TRPM3	0.2	0.22	0.116	15.633	13.556
C9orf71	0	0.103	0.015	0	3.416
C9orf82	4.267	4.66	3.942	5.763	7.551
C9orf85	2.904	2.718	4.338	3.544	3.75
C9orf9	0.664	0.358	0.544	1.054	0.696
C9orf93	0.708	0.295	0.633	1.443	1.14
C9orf95	0.886	0.266	0.964	0.732	1.688
C9orf96	0.119	0.361	0.054	0.15	0.314
CA1	0	10.795	0.029	0	0.419
CA11	1.622	7.638	2.007	136.224	3.511
CA14	0.042	0.429	0.879	2.636	0.043
CA4	0.732	0.847	0.194	0.23	0.611
CA7	0	0.679	0	0.073	0
CAB39	10.149	5.576	11.785	17.025	10.418
CAB39L	2.258	0.888	2.328	5.02	0.923
CABC1	4.571	2.374	10.469	2.332	1.991
CABIN1	0.473	1.129	0.787	1.238	1.492
CABLES1	1.746	0.304	0.34	2.406	1.33
CACNA1C	0.212	2.102	2.699	1.746	0.23
CACNA1D	0.01	0.495	0.107	1.379	1.396
CACNA1G	0	0.071	0.016	0.321	0
CACNA1H	0.032	1.367	0.088	0.258	0.42
CACNA1I	0	0.046	0	0.542	0
CACNB1	0.03	0.195	0.061	1.408	0.035
CACNB2	0.143	1.795	4.349	5.622	1.321
CACNB4	0.087	0.092	0.113	3.961	0.379
CACNG2	0.047	0.017	0.012	1.958	0.012
CACNG6	0	0	0	0.162	0.011
CACNG7	0	0	0	0.678	0
CADM1	0.652	0.816	2.56	11.538	3.855
CADM2	0.705	0.574	0.724	23.758	0.029
CADPS2	0.7	0.689	1.829	2.862	4.674
CALCR	0.062	0.043	0.01	0.328	0.259
CALCRL	1.404	0.391	4.116	0.956	1.856
CALD1	48.663	28.15	90.149	22.492	55.257
CALHM2	2.546	0.911	1.723	0.448	0.362
CALM2	94.75	56.45	123.63	439.532	89.84
CALML4	0.745	2.741	1.697	1.373	3.032
CALML6	0.1	0.257	0	0	0
CALN1	0.019	0.106	0.002	7.401	0.025
CALY	0	0.157	0	12.296	0
CAMK2B	0.904	0.221	2.527	12.195	0.333
CAMK2D	2.461	1.64	6.479	7.756	1.734
CAMK2G	1.733	5.293	1.116	10.978	3.76
CAMKK2	0.322	0.494	0.245	1.162	0.475
CAMKV	0	0.229	0	10.236	0
CAMLG	1.87	0.9	2.077	4.428	1.855
CAMSAP1L1	7.033	1.931	15.246	31.545	7.335
CAMTA1	0.444	0.542	1.226	7.177	1.076
CAND2	0.184	0.448	1.685	1.172	0.299
CANX	68.911	31.444	81.58	65.961	82.751
CAP2	3.554	1.359	9.472	22.756	1.256
CAPN10	0	0.217	0	0	0.085
CAPN11	0.242	0.009	0.034	0.125	0
CAPN3	1.363	1.831	0.511	6.365	14.614
CAPRIN1	19.068	13.266	19.366	29.369	23.159
CAPS	0.024	0.168	0.024	0.273	0.243
CARHSP1	0.877	1.323	1.219	1.597	2.529
CASC1	0.103	0.186	0.501	2.904	1.6
CASC4	7.997	4.298	9.53	17.012	13.672
CASD1	0.824	0.65	0.995	1.963	1.281
CASK	0.973	1.36	0.721	2.773	1.702
CASP1	2.493	3.321	1.445	1.818	1.081
CASP5	0.051	0.426	0.27	0.209	0.038
CASP6	0.448	1.273	0.294	0.19	1.117
CASP7	4.512	8.373	4.959	2.085	5.155
CASP8	5.363	3.481	2.258	0.776	4.26
CASQ1	0.094	0	2.65	1.085	0.057
CASQ2	0.476	0.705	64.225	0.323	0.192
CASR	0	0.052	0.011	0	3.535
CASS4	0.552	0.12	0.237	0.051	0.112
CAST	21.897	10.451	67.839	9.013	18.882
CASZ1	0.079	1.287	0.996	0.048	0.402
CATSPER2	0.154	0.541	0.157	0.41	0.479
CAV3	0	0	0.879	0	0
CBARA1	9.54	4.538	8.056	17.265	14.122
CBFA2T2	0.816	2.021	0.906	2.155	1.354
CBLC	0	0.372	0	0	0.064
CBLL1	2.695	3.003	4.978	5.401	4.121
TRPM8	0.033	0.018	0	0.054	0.016
CBR4	1.615	0.826	2.719	2.61	4.411
TRPT1	0.53	0.495	1.703	1.02	1.266
TRPV3	0.064	0.602	0	0.155	0
TRUB1	2.378	1.515	3.792	7.54	4.918
CBWD6	0	0	0.087	0.022	0.108
CBX3	6.509	3.152	7.185	8.243	9.163
CBX6	1.371	2.148	2.727	16.185	3.62
TRUB2	1.786	0.822	1.814	2.738	2.126
CC2D1B	1.446	1.218	0.916	1.351	1.68
CC2D2A	0.199	0.448	0.482	0.546	1.571
CCBL2	4.505	2.211	4.314	10.458	6.264
CCDC102B	2.966	1.537	2.359	3.326	2.271
CCDC105	0	0	0	0.043	0
CCDC11	0.222	0.056	0.337	2.744	1.953
CCDC110	0.079	0.009	0.294	0.503	0.366
CCDC112	3.337	1.093	3.417	6.484	1.758
CCDC116	0	0	0.009	0.017	0
CCDC117	3.687	4.337	5.344	4.489	4.23
CCDC120	0.021	0.153	0.016	0.193	0.246
CCDC125	0.609	0.668	0.314	0.524	0.825
CCDC126	0.564	0.27	0.927	1.164	1.08
CCDC129	0	0.217	0.011	0.304	0.011
CCDC144A	0.164	0.15	0.307	0.533	0.261
CCDC144B	0.924	0.982	1.084	1.66	0.812
CCDC144NL	0.013	0.11	0.073	0.108	0.139
CCDC147	0.111	0.023	1.17	0.721	0.095
CCDC149	4.462	2.945	6.591	13.116	3.817
CCDC15	0.509	0.264	0.177	0.234	0.271
CCDC151	0	0	0.034	0.123	0.034
CCDC19	0.286	0.043	0.145	1.055	0.176
CCDC24	0.025	0.352	0.153	0.389	0.47
CCDC28A	1.988	0.997	0.922	5.116	2.231
TRYX3	0	0	0	0	0
CCDC3	5.941	0.535	1.818	1.093	0.4
CCDC33	0	0	0	0.083	0
CCDC38	0.038	0	0.01	0.019	0.028
CCDC40	0.727	0.653	0.794	1.138	1.727
CCDC41	2.778	1.654	5.789	3.739	4.571
CCDC42	0	0.044	0	0.098	0.016
CCDC43	6.323	3.414	8.599	11.281	7.456
CCDC47	21.373	9.236	30.081	33.435	24.669
CCDC50	9.69	3.515	8.369	4.266	6.467
TUSC4	0.596	0.649	0.426	1.503	0.891
CCDC61	0.06	0.155	0.02	0.145	0.132
CCDC64	0	0.993	0.097	1.131	13.883
CCDC66	4.558	2.445	5.532	4.28	5.981
CCDC68	0.4	0.921	2.013	0.963	0.853
CCDC69	23.972	6.491	16.574	0.892	1.331
CCDC7	0.915	0.507	3.843	5.941	2.06
CCDC77	1.302	0.867	0.967	2.375	1.218
CCDC83	0	0.033	0.008	0	0.032
CCDC88A	9.772	1.263	6.61	18.116	2.922
CCDC88B	0.202	0.622	0.095	0.177	0.038
CCDC88C	0.834	2.424	0.264	0.511	1.397
CCHCR1	0.541	0.848	0.399	0.279	0.781
CCL14	0	0	0	0	0.033
CCL14-CCL15	0	0	0	0	0
CCL15	0	0	0	0	0
CCL19	1.986	2.256	4.633	0.609	1.274
CCL24	0.102	0.071	0	0	0
CCL28	0.45	2.71	0.297	0.186	0.682
CCL4	0	0	0.028	0	0
CCL4L2	0	0	0	0	0
CCL5	0.657	2.825	0.258	0.74	0.468
CCL7	0.091	0	0.069	0	0
CCL8	2.379	2.181	1.044	0.515	0.638
TWSG1	2.591	1.527	5.262	2.573	6.715
CCNA1	0.037	0.039	0.237	1.658	0.028
CCNB1IP1	1.751	2.556	7.562	3.588	5.703
CCNB2	0.922	1.598	0.567	0.25	0.049
CCND3	1.141	0.512	1.195	1.932	0.738
TXNDC2	0	0.053	0.019	0.098	0.048
CCNF	0.257	0.6	0.109	0.521	0.117
CCNG1	3.474	2.096	6.943	2.768	8.127
CCNI	5.581	4.416	7.705	7.154	7.901
CCNI2	0	0.055	0.111	0.08	0.205
CCNK	3.343	3.618	6.597	4.744	4.825
CCNL2	1.745	2.832	1.245	1.716	1.667
CCNT1	1.887	1.312	1.546	4.028	1.834
CCR1	3.348	0.115	2.773	2.917	1.192
CCR3	0	0.072	0	0	0
CCR5	1.576	0.608	1.29	1.416	0.476
CCS	3.06	5.382	4.679	5.581	5.066
CCT3	16.755	13.699	28.724	31.083	26.31
CCT6P1	2.599	1.558	1.119	1.373	2.131
CCT7	11.657	8.785	17.303	19.246	11.758
CD101	0.155	0.304	0.089	0.053	0.005
CD14	3.475	0.576	3.297	3.327	0.612
CD151	13.123	4.647	8.271	1.073	5.689
CD160	0.071	0.594	0.287	0.122	0.167
CD164	40.62	9.533	27.377	10.475	41.02
CD1A	0.07	0	0	0	0
CD1E	0.05	0.018	0	0	0.089
CD200R1	0.922	0.995	0.136	0.119	0.058
CD200R1L	0	0	0.043	0	0
CD209	4.905	1.088	4.343	0.517	0.75
CD226	0.153	0.566	0.262	0.546	1.245
UBN1	1.774	2.092	1.643	1.55	1.864
CD244	0	0.204	0.044	0.06	0.037
CD247	0.219	0.429	0.089	0.226	0.055
CD28	7.051	1.391	1.699	0.219	0.526
CD2BP2	2.079	2.169	1.94	4.236	1.776
CD300LB	1.008	0.056	0.049	0.05	0
CD300LF	0.459	0.439	0.138	0.194	0.042
CD302	5.817	1.067	4.312	1.934	3.063
CD33	0.711	0.024	1.031	0.349	0.034
CD34	5.222	1.799	5.444	1.506	2.622
