GENE	Sample01	Sample02	Sample03	Sample04	Sample05	Sample06	Sample07	Sample08	Sample09	Sample10
ZNF100	3.3633	2.9031	3.0209	2.1556	1.9106	3.2046	2.6899	2.3903	2.8983	3.1691
AMPD1	0.0454	0.0860	0.0828	0.2078	0.2452	0.0486	0.1119	0.1656	0.0892	0.0502
AMPD2	0.8469	1.5712	1.5778	0.6020	0.8495	1.0489	0.8176	1.2981	1.0150	0.9463
AMPH	1.7368	5.5872	5.6384	0.3294	1.6450	2.9888	1.6094	4.2728	2.9704	2.9938
AMT	1.1321	1.2609	1.0041	1.6421	1.5133	1.2152	1.6858	1.2132	1.1687	0.8213
AMY2B	0.4410	0.5672	0.4366	0.4206	0.3354	0.5547	0.6484	0.4142	0.5024	0.4481
AMZ1	0.0723	0.1478	0.1386	0.0662	0.0851	0.0976	0.0912	0.1207	0.0944	0.0794
ANAPC11	0.8820	0.8219	0.8787	0.6182	0.6113	0.7849	0.6633	0.6754	0.6773	0.6302
ANAPC13	6.1397	6.0656	5.1838	4.4406	3.2689	6.6603	6.8516	4.2521	5.7934	5.6939
ANAPC4	7.8496	6.6838	6.3360	6.3389	5.3103	7.6826	7.6646	5.6035	6.9720	7.0396
ANAPC5	3.7204	4.1716	4.0120	3.3893	3.3523	4.0247	3.9274	3.8245	3.9634	4.0457
ANAPC7	1.7798	2.3106	2.1712	1.4408	1.4534	2.0583	1.9425	1.9264	1.9706	1.9771
ANG	1.1237	0.8615	0.7623	1.1825	0.9915	1.0964	1.2668	0.8426	1.0485	1.0221
ANGPT2	2.3894	1.1457	1.7769	1.3432	1.3351	1.5825	0.8424	1.2158	1.3719	1.6464
ZNF107	2.4555	2.2332	1.9292	1.8484	1.3655	2.4702	2.6179	1.5209	2.0454	1.8194
ANGPTL2	4.2392	3.1880	3.9460	3.7446	4.0222	4.1724	3.1085	4.4390	4.9540	6.7232
ZNF114	0.2732	0.3146	0.3032	0.1762	0.1658	0.2979	0.2609	0.2434	0.2718	0.2829
ANGPTL7	1.5825	0.7926	0.9358	1.2686	1.0597	1.0958	1.0698	0.6921	0.8380	0.6504
ANK1	1.4267	0.7044	1.2202	0.6006	0.7115	0.7545	0.1559	0.6309	0.5106	0.5035
ANKDD1A	0.7994	1.2236	1.2802	0.5215	0.6985	1.0956	0.7536	1.2379	1.2650	1.6700
ANKFY1	2.0189	2.6276	2.4738	2.0617	2.1486	2.4112	2.4004	2.5346	2.5224	2.6516
ANKLE1	0.2904	0.3158	0.3080	0.5090	0.5446	0.2815	0.3788	0.4180	0.3262	0.2623
ANKRD10	1.5948	1.5205	1.4359	1.4822	1.3517	1.6250	1.6752	1.3888	1.5531	1.5467
ANKRD12	7.2615	7.8915	7.7793	4.5945	4.3143	7.5839	6.5130	6.1136	6.8281	7.0736
ANKRD13D	0.2341	0.3247	0.3417	0.2260	0.2766	0.2446	0.2115	0.3139	0.2487	0.2331
ANKRD17	10.3100	10.0960	10.2498	7.8017	7.4873	9.9742	8.9933	8.5461	9.0698	8.9700
ANKRD19	2.0308	1.6610	1.8532	1.9530	1.9910	1.8121	1.6655	1.8534	1.8470	1.9599
ANKRD24	0.1693	0.4693	0.4279	0.1031	0.1669	0.3051	0.2520	0.3638	0.3099	0.3168
ANKRD35	0.6416	1.1122	1.1966	0.4479	0.6835	0.8129	0.5292	1.0737	0.9004	1.0587
ZNF160	7.0538	6.8430	7.0006	5.2499	5.0489	6.9969	6.1426	6.0097	6.5912	6.9985
ANKRD37	0.0361	0.0324	0.0284	0.0200	0.0121	0.0342	0.0341	0.0163	0.0242	0.0182
ANKRD5	0.5511	0.6398	0.4888	0.6043	0.4956	0.7146	0.8387	0.5686	0.7230	0.7580
ANKRD50	2.7939	3.2182	3.3274	1.9210	2.0591	2.8852	2.3510	2.7403	2.7192	2.8390
ANKRD53	0.0482	0.0248	0.0284	0.0391	0.0323	0.0371	0.0355	0.0243	0.0322	0.0323
ANKRD54	0.2763	0.4109	0.3441	0.3311	0.3245	0.3502	0.4126	0.3562	0.3431	0.2933
ANKRD55	0.0940	0.2022	0.2142	0.0822	0.1340	0.1214	0.0840	0.1904	0.1322	0.1310
ANKRD56	0.2880	0.5664	0.4064	0.4240	0.3920	0.4432	0.6072	0.4368	0.4160	0.2832
ANKS1A	1.3800	1.2997	1.2737	1.4865	1.4460	1.3256	1.4293	1.3089	1.2965	1.1961
ANKZF1	1.9823	2.0808	1.8440	2.3997	2.2650	2.0793	2.4836	2.0340	2.0452	1.7837
ANO1	1.1734	0.7581	0.9167	1.2217	1.2280	0.8999	0.8730	0.9439	0.8957	0.8704
ANO10	5.6950	7.2286	6.5030	7.2092	7.3064	6.7688	7.6623	7.4380	7.2290	7.1100
ANO6	11.9429	9.0956	9.2834	9.7083	8.4572	12.0794	11.0265	9.4528	12.3732	15.0710
ANO9	0.0898	0.1412	0.0986	0.2434	0.2442	0.1189	0.2147	0.1772	0.1408	0.0877
ANP32C	38.2194	49.2167	48.7263	35.2604	38.5445	43.0835	39.7034	46.4486	44.0089	45.6156
ANTXR1	5.6835	6.3623	7.3587	5.5764	6.8174	5.2667	4.1623	7.0609	5.6567	5.8560
ANTXR2	5.1413	3.9545	4.4977	5.9581	6.1705	5.1900	4.8464	5.8684	6.3071	7.9781
ANXA1	103.6235	81.2148	93.6480	85.6343	86.6812	139.1747	99.8005	134.6880	186.7952	293.4449
ANXA2	35.6106	28.4817	32.1701	37.0964	38.2715	41.0009	34.5409	43.6092	52.1819	73.3162
ANXA2P2	41.6291	30.5694	36.3426	37.5967	38.4958	44.8501	34.8976	45.0732	55.1558	78.2245
ANXA3	2.5182	1.8573	1.9363	1.8792	1.6057	2.1632	2.0216	1.5326	1.8431	1.7583
ANXA6	12.6031	13.3973	14.7879	9.3241	10.5157	13.1611	9.8521	13.6568	13.9175	16.8218
AOC2	0.1488	0.1719	0.1549	0.2022	0.2023	0.2170	0.2238	0.2368	0.2793	0.3701
AOC3	1.2353	1.1876	1.1808	1.6100	1.6425	1.9024	1.7233	2.0971	2.6890	4.0172
AOX2P	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AP1G1	5.4879	5.8928	4.8764	4.7181	3.7390	6.1221	6.7638	4.3418	5.4096	4.9323
AP1M1	1.2732	1.5399	1.4185	0.9984	0.9373	1.4216	1.3832	1.2140	1.3025	1.2537
AP1S2	5.3197	2.6220	4.2740	2.4563	2.6302	3.0987	1.1467	2.3620	2.2712	2.3951
AP1S3	0.1168	0.1340	0.0692	0.1479	0.0945	0.1557	0.2286	0.0869	0.1354	0.1017
AP2A1	2.2024	2.7102	2.8398	1.6518	1.8920	2.2666	1.8412	2.3956	2.1738	2.1874
AP2A2	3.7908	5.8186	5.6304	3.2739	3.7861	4.6478	4.1777	5.1393	4.6896	4.7572
AP2M1	40.7723	56.6841	58.3595	29.0715	35.0667	45.2105	35.7849	49.0910	44.0519	45.3256
AP2S1	0.8249	1.1185	1.0763	0.7799	0.8437	0.9435	0.9083	1.0106	0.9383	0.9124
AP3M1	2.6594	2.5861	2.6933	2.0451	2.0296	2.5968	2.2607	2.3401	2.4693	2.6029
AP3M2	2.4609	5.1904	4.9816	1.6139	2.3246	3.4979	2.8097	4.1332	3.4356	3.3719
AP3S1	7.9609	10.0298	10.9074	5.8404	7.1875	8.4618	6.2192	9.5873	8.7104	9.7594
AP3S2	4.5905	5.1398	5.1404	3.6924	3.7661	4.8163	4.3361	4.5603	4.6396	4.7809
APAF1	1.3863	1.6224	1.6624	1.5039	1.6528	1.4333	1.3960	1.6928	1.5020	1.4835
APBA1	1.5052	4.7663	4.7587	0.4836	1.5731	2.5955	1.5415	3.7114	2.6113	2.6014
APBA2	1.2583	4.8988	4.8822	0.1787	1.3962	2.4724	1.3309	3.7434	2.4976	2.4636
APBB1	2.4733	5.5139	5.6943	1.1651	2.3137	3.2768	2.0295	4.3796	3.1565	3.0297
APBB2	2.1648	2.4376	2.4484	1.3749	1.3691	2.3753	1.9423	2.0523	2.2906	2.5997
APCDD1L	0.0781	0.0739	0.0347	0.0925	0.0539	0.0976	0.1426	0.0454	0.0833	0.0653
APEH	1.9846	2.2481	1.9231	2.1741	1.9796	2.1547	2.5387	1.9257	1.9973	1.6530
APEX1	3.8448	4.7713	4.4465	3.6521	3.6540	4.4294	4.4334	4.3225	4.4161	4.4715
APH1A	4.0205	4.3286	3.5142	4.7940	4.2171	4.5916	5.6097	4.0119	4.5152	4.1630
APH1B	1.2970	1.6323	1.6407	0.7974	0.8579	1.4557	1.1608	1.3414	1.3917	1.5280
API5	7.7768	8.8613	8.2285	5.8579	5.3470	8.4256	8.1125	6.8795	7.6009	7.3461
APLP1	2.6877	10.0384	10.0978	0.1664	2.6651	5.0795	2.5569	7.5751	5.0586	5.0363
APLP2	111.9530	101.1942	93.4408	84.4944	68.3786	112.5285	111.7853	78.2076	99.3846	98.4661
APOA1BP	2.1588	2.1222	2.0884	1.6991	1.5805	2.0816	1.9870	1.7283	1.8376	1.6932
APOA2	2.9158	1.0011	1.7201	1.8155	1.6288	1.5473	0.9832	0.9177	1.0011	0.7528
APOA5	0.0513	0.0294	0.0238	0.0391	0.0232	0.0463	0.0519	0.0186	0.0370	0.0347
APOBEC2	4.6428	1.0351	2.7639	1.9653	1.8946	1.9814	0.2601	0.9843	1.0575	1.0315
ZNF167	0.1101	0.1403	0.0977	0.1022	0.0700	0.1444	0.1763	0.0919	0.1267	0.1111
ZNF169	0.2622	0.3297	0.3185	0.3125	0.3350	0.2870	0.3054	0.3375	0.3005	0.2827
ZNF182	1.8620	1.9790	1.8076	1.3615	1.1581	2.0238	1.9602	1.5217	1.8332	1.8572
APOBEC3H	0.0260	0.0540	0.0540	0.0197	0.0295	0.0333	0.0261	0.0445	0.0322	0.0279
APOC3	0.3284	0.1324	0.1470	0.1814	0.0980	0.2231	0.2085	0.0490	0.1324	0.0907
APOL1	4.6726	3.8670	3.9810	3.7902	3.4586	4.5488	4.1598	3.7430	4.4534	5.0024
APOL2	12.4839	14.3032	14.6562	9.2194	9.7699	13.2177	11.0840	12.7179	12.8802	13.8689
APOL3	8.8872	5.4901	6.5961	6.6608	6.1177	7.7475	6.2092	6.2072	7.8127	9.7154
APOOL	3.2856	2.5639	2.8081	1.9484	1.7093	2.7964	2.2492	1.9512	2.3065	2.2969
APP	87.7615	127.6048	115.9758	65.6261	65.9160	103.8978	100.3199	94.2866	92.3996	81.3476
AQP4	14.6973	55.2800	55.5300	1.0874	14.8523	27.9486	14.2150	41.8005	27.8970	27.7258
AQP5	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AQR	3.5678	3.8657	3.5611	3.2150	2.9707	3.9408	3.9879	3.4272	3.8319	3.9419
ARAP1	3.3889	3.4313	3.4313	4.7376	4.9614	3.6183	4.0207	4.4711	4.2529	4.5786
ARAP2	2.2678	4.8600	4.6256	1.3188	1.9354	3.2600	2.5922	3.7202	3.1276	3.0388
ARAP3	0.3004	0.2126	0.2348	0.2638	0.2466	0.2551	0.2393	0.2186	0.2410	0.2473
ZNF25	4.5696	6.7504	7.3174	1.8840	2.8766	4.9897	2.9541	5.3618	4.6472	5.0347
ARF1	10.8304	10.8841	11.0811	8.5128	8.3739	10.5450	9.5480	9.4432	9.7311	9.5969
ARFGAP1	0.7068	0.8924	0.8488	0.8265	0.8727	0.7639	0.8287	0.8721	0.7714	0.6825
ARFGAP3	8.6371	7.6990	7.2822	6.1093	4.9428	8.3483	8.0776	5.6624	7.0814	6.7225
ARFGEF2	5.7607	5.5946	5.3358	5.0820	4.6549	5.6894	5.7939	4.7941	5.1888	4.8252
ARFIP1	2.4132	2.4178	2.1066	2.2717	1.9405	2.6111	2.8466	2.0597	2.4532	2.3899
ARFRP1	1.9323	2.3774	2.2444	2.5232	2.6523	2.1365	2.4108	2.5403	2.2868	2.1421
ARGFX	0.0476	0.0491	0.0491	0.0679	0.0716	0.0424	0.0527	0.0557	0.0431	0.0301
ZNF250	0.7295	0.7490	0.6338	0.7243	0.6158	0.7741	0.8931	0.6086	0.6974	0.6007
ARHGAP18	2.7915	2.4865	1.8869	2.4698	1.7034	3.2499	3.6582	1.9883	3.0801	3.3334
ARHGAP27	0.3392	0.4001	0.3423	0.6855	0.7044	0.3609	0.5532	0.5201	0.4173	0.3052
ARHGAP30	5.4719	4.5034	5.4454	5.1040	5.6169	5.2212	4.0648	5.8863	6.0228	7.6332
ZNF283	1.0188	0.9036	0.9744	0.6464	0.6156	0.8888	0.7265	0.7038	0.7416	0.6962
ZNF30	0.7652	1.0934	0.9922	0.6766	0.6880	0.9270	0.9259	0.8974	0.8846	0.8360
ARHGEF1	0.3500	0.3824	0.3930	0.5797	0.6381	0.3388	0.4183	0.5135	0.4014	0.3548
ARHGEF15	1.1597	0.7636	0.9058	0.7622	0.6909	1.0807	0.8048	0.8361	1.1130	1.4731
ARHGEF16	0.1384	0.2016	0.1314	0.3743	0.3647	0.1824	0.3364	0.2563	0.2142	0.1350
ARHGEF2	2.9594	3.8942	4.2256	2.5490	3.1768	3.2703	2.5068	4.0182	3.5706	4.0739
ARHGEF4	0.3717	1.3110	1.3154	0.1600	0.4931	0.6782	0.4019	1.0603	0.7072	0.6928
ZNF300	0.4543	0.5192	0.4228	0.3811	0.2984	0.5543	0.5941	0.3996	0.5204	0.5365
ARHGEF7	3.8465	4.5251	4.6003	3.3577	3.6187	4.0692	3.6498	4.2466	4.0601	4.1861
ARID1A	8.6356	8.5694	8.7422	7.7234	7.7304	8.1052	7.8061	7.7674	7.4822	6.7966
ARID3A	0.4530	0.4711	0.4345	0.5696	0.5579	0.5014	0.5671	0.5280	0.5449	0.5653
ARID4A	4.2665	4.5687	4.6051	3.0651	3.0329	4.4592	3.8436	3.9372	4.2489	4.5721
ARL13A	0.1486	0.2103	0.1621	0.2667	0.2604	0.1921	0.2736	0.2257	0.2095	0.1724
ARL13B	0.8663	0.8094	0.7218	0.6127	0.4642	0.8787	0.8866	0.5606	0.7386	0.6909
ARL15	1.8885	1.9021	1.7265	1.5295	1.3039	2.0010	2.0257	1.5240	1.8243	1.8041
ARL17A	1.2804	1.1682	1.0436	1.5440	1.4168	1.2373	1.5203	1.1522	1.1766	0.9609
ARL17B	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ARL2	4.7897	5.9389	5.8829	4.0344	4.3042	5.3863	4.8233	5.4563	5.4293	5.8010
ARL5A	4.4412	3.2957	3.7045	2.7023	2.4030	3.6402	2.9049	2.5665	2.9773	2.9153
ARL6IP4	27.9351	24.8613	27.4755	21.6134	22.0728	24.9416	20.8574	23.3175	23.3265	23.8751
ARMC1	3.4546	3.7648	3.7068	2.5114	2.4276	3.5280	3.1891	3.0276	3.1816	3.0992
ARMC10	5.3340	5.9878	5.9416	3.5565	3.4883	5.5068	4.7694	4.6957	4.9356	4.8960
ARMC4	0.0378	0.0868	0.0806	0.0206	0.0306	0.0567	0.0465	0.0632	0.0528	0.0487
ARMC5	0.1726	0.3460	0.3246	0.1837	0.2307	0.2356	0.2284	0.3037	0.2406	0.2136
ARMCX2	1.4466	1.8431	1.8707	0.8967	0.9922	1.5154	1.2198	1.4319	1.3511	1.2979
ARMCX5	1.0535	1.4264	1.2884	0.9695	0.9620	1.2267	1.2660	1.1688	1.1500	1.0377
ARNTL	2.2642	2.2961	2.3079	1.6144	1.5385	2.3008	2.0166	1.9358	2.1419	2.2607
ARPC2	23.5937	22.2816	23.9146	18.0125	18.2822	22.8838	19.1014	21.1922	22.3924	24.7598
ARPC4	27.1668	32.6941	32.2083	25.4158	26.7865	29.7886	28.1989	30.9586	30.1103	30.9333
ZNF34	2.2058	2.4071	2.4191	1.8566	1.8923	2.2767	2.0842	2.1882	2.2057	2.2530
ZNF391	1.8567	2.9217	2.7673	1.3223	1.4953	2.4746	2.1122	2.4876	2.5279	2.8359
ZNF397OS	2.0093	1.9330	1.8488	1.6885	1.5256	1.9694	1.9742	1.6046	1.7642	1.6356
ARRDC2	1.6332	2.1797	2.2761	1.5286	1.8191	1.9557	1.6127	2.3302	2.2163	2.6356
ARSA	0.2434	0.3115	0.2277	0.2870	0.2361	0.3196	0.4004	0.2574	0.3097	0.2859
ARSB	1.6378	1.3873	1.1429	1.2598	0.8609	1.6569	1.8171	0.9228	1.3731	1.2472
ARSH	0.0022	0.0022	0.0000	0.0022	0.0000	0.0033	0.0055	0.0000	0.0022	0.0011
ARSJ	0.9194	0.7338	0.5128	0.8491	0.5459	0.9098	1.1709	0.4351	0.7004	0.4836
ART5	0.2575	0.1107	0.1779	0.1201	0.1097	0.1446	0.0698	0.0818	0.0905	0.0777
ARTN	0.0195	0.0586	0.0548	0.0238	0.0357	0.0331	0.0312	0.0511	0.0352	0.0293
AS3MT	2.5525	1.5394	1.7478	1.5291	1.1904	1.9023	1.6122	1.0396	1.3794	1.1717
ASAH2	0.1545	0.2173	0.1901	0.1795	0.1803	0.1798	0.2083	0.1882	0.1711	0.1355
ZNF416	0.6184	0.8342	0.7756	0.4897	0.4943	0.7306	0.6900	0.6797	0.6948	0.6918
ASAP1	8.8583	8.4713	9.7335	5.4643	6.0555	8.0257	5.5738	7.6220	7.5003	8.2574
ASAP2	4.1207	4.6908	3.5346	4.6890	3.8395	4.9503	6.1774	3.8727	4.6670	4.1535
ASAP3	1.1317	1.0550	1.0752	0.9406	0.9019	1.0325	0.9863	0.9039	0.9124	0.8121
ASB12	0.0701	0.0353	0.0459	0.0674	0.0642	0.0438	0.0440	0.0393	0.0353	0.0229
ASB13	0.5800	0.7392	0.4862	0.8112	0.6550	0.7359	1.0570	0.5844	0.6732	0.4775
ASB17	0.0036	0.0036	0.0000	0.0036	0.0000	0.0054	0.0090	0.0000	0.0036	0.0018
ZNF419	1.0199	1.4030	1.3678	0.8610	0.9487	1.1744	1.0653	1.2301	1.1564	1.1596
ASB4	0.0921	0.1311	0.1399	0.0349	0.0499	0.0968	0.0600	0.0958	0.0837	0.0837
ASB9	0.1689	0.1774	0.0640	0.2172	0.1145	0.2363	0.3626	0.1005	0.2032	0.1583
ASCC3	3.4779	3.1155	3.3815	2.3546	2.3084	3.1669	2.5718	2.6795	2.8599	2.9742
ASIP	1.4236	0.3195	0.8687	0.5744	0.5683	0.5937	0.0380	0.3004	0.3065	0.3002
ASMT	0.0342	0.0448	0.0504	0.0207	0.0283	0.0315	0.0203	0.0373	0.0278	0.0245
ASNA1	1.7339	2.1790	1.9344	1.2731	1.1288	2.0336	1.9952	1.6228	1.8442	1.8040
ASPH	10.1935	11.1398	11.4216	7.8700	8.1583	13.3213	10.4751	12.8237	15.7976	21.9995
ASPHD2	0.1810	0.5178	0.4864	0.0618	0.1416	0.3089	0.2254	0.3698	0.2910	0.2757
ZNF420	2.1373	2.5298	2.3710	1.5714	1.4765	2.3576	2.2132	1.9825	2.1544	2.1286
ASS1	8.6493	8.4532	2.4992	8.5838	2.5443	11.8468	17.6729	2.7699	9.1154	6.7202
ASXL3	0.4174	0.6464	0.5614	0.3935	0.3929	0.5212	0.5575	0.5023	0.4798	0.4032
ASZ1	0.0042	0.0018	0.0018	0.0024	0.0012	0.0030	0.0030	0.0006	0.0018	0.0012
ATE1	6.1016	6.9547	6.9349	4.2282	4.2483	6.1460	5.3952	5.4228	5.3973	5.0099
ATF3	9.7388	5.9521	7.7531	5.9241	5.6818	8.1447	5.3689	6.4597	8.0517	10.4800
ATF4	5.2538	4.9495	5.5351	5.1468	5.5989	5.1785	4.4547	5.8272	5.7261	6.6728
ATF7IP	5.9501	6.1049	6.2105	5.0886	5.1212	6.3369	5.6742	6.0485	6.5285	7.4196
ATG2A	0.2168	0.2757	0.2475	0.2210	0.2161	0.2470	0.2665	0.2390	0.2367	0.2137
ATG4B	0.4437	0.6176	0.5820	0.5283	0.5726	0.5087	0.5465	0.6010	0.5240	0.4737
ATG4D	0.2690	0.2819	0.2331	0.3414	0.3087	0.2799	0.3628	0.2582	0.2613	0.1954
ATG5	2.9430	2.7311	2.5835	2.1370	1.7839	2.9455	2.8269	2.1140	2.6013	2.5936
ATL1	1.8827	5.9185	5.8637	0.5110	1.7974	3.2541	1.9541	4.5009	3.2173	3.1894
ATL2	3.7634	3.8879	3.4959	3.3943	2.9934	3.8574	4.1537	3.1093	3.4171	2.9593
ATM	4.2932	3.9242	3.9850	3.5556	3.3610	4.1824	3.8923	3.6210	3.9906	4.1724
ATOH7	0.0686	0.1688	0.1336	0.0352	0.0334	0.1196	0.1214	0.1002	0.1020	0.0844
ATOH8	0.2300	0.1275	0.1837	0.1580	0.1637	0.1496	0.0958	0.1344	0.1269	0.1269
ATOX1	16.3257	19.4139	16.6601	12.8926	10.7984	18.8672	19.5995	14.2867	16.8859	15.9643
ATP10A	0.2262	0.2259	0.1887	0.2263	0.1890	0.2518	0.2855	0.1959	0.2403	0.2359
ATP12A	0.1385	0.1514	0.0172	0.1342	0.0043	0.2099	0.3398	0.0129	0.1428	0.0757
ATP13A1	0.5540	0.7679	0.7195	0.6491	0.6976	0.6304	0.6811	0.7315	0.6383	0.5631
ATP13A2	0.3900	0.8517	0.8319	0.2725	0.4122	0.5397	0.4266	0.6863	0.5269	0.4860
ATP1A2	17.4588	34.9495	38.0741	7.9058	16.2879	21.2810	11.1172	29.5072	21.2521	22.2093
ATP1B4	0.3284	0.0779	0.2005	0.1415	0.1390	0.1435	0.0204	0.0775	0.0815	0.0834
ATP2A1	0.0651	0.1061	0.0911	0.1225	0.1321	0.1013	0.1225	0.1362	0.1307	0.1478
ATP2B2	0.8304	3.2676	3.2646	0.0726	0.8904	1.6407	0.8541	2.4822	1.6524	1.6395
ATP2B3	0.3334	1.2971	1.2959	0.0373	0.3612	0.6544	0.3445	0.9893	0.6607	0.6565
ATP2B4	19.4633	17.8818	21.9902	17.3857	20.5662	16.8149	12.2654	20.8474	18.0006	20.1211
ATP2C1	10.4781	11.2946	11.1178	6.9607	6.5568	10.8537	9.5026	8.8636	9.7818	9.9731
ATP4B	0.0124	0.0124	0.0000	0.0124	0.0000	0.0186	0.0310	0.0000	0.0124	0.0062
ATP5G1	1.3556	1.2651	1.3505	1.3459	1.3950	1.2421	1.1919	1.3155	1.2319	1.1964
ATP5G3	4.7842	5.7054	5.3728	3.9086	3.7956	5.2593	5.0653	4.7176	4.9198	4.8007
ATP5J	264.3609	155.8988	219.6042	142.8830	146.1833	178.4931	99.2446	140.8929	143.9826	152.2387
ATP5J2	11.6851	10.1135	9.8881	8.8034	7.5302	10.9374	10.5451	7.9797	9.4403	8.9165
ATP5L	142.4977	88.0835	110.0475	98.7484	93.0532	102.8291	80.4746	79.5525	84.2203	78.8658
ATP5O	85.5431	52.3979	68.9079	51.4204	49.9326	59.8733	40.2214	45.7923	47.8631	46.8600
ATP5S	2.8093	2.4378	2.4442	1.6054	1.2837	2.5872	2.2415	1.6559	2.0868	2.0020
ATP5SL	3.3169	3.1185	3.1975	2.8275	2.7549	3.0885	2.9234	2.7990	2.8343	2.6710
ATP6AP1L	0.1331	0.2557	0.2705	0.0684	0.1204	0.1561	0.0965	0.2045	0.1457	0.1340
ATP6V0A2	1.7074	1.5411	1.4739	1.6077	1.4612	1.6550	1.7332	1.4033	1.5431	1.4603
ATP6V0A4	3.1205	3.1766	0.0748	3.1018	0.0187	4.6901	7.7732	0.0561	3.1392	1.5883
ATP6V0B	0.9936	1.5949	1.4213	0.8547	0.8910	1.2482	1.2614	1.2261	1.1477	0.9909
ATP6V1B1	0.5902	0.5922	0.0110	0.5852	0.0040	0.8808	1.4600	0.0070	0.5882	0.2966
ATP6V1C2	0.4552	0.4399	0.0813	0.4629	0.0996	0.6285	0.9937	0.0871	0.4491	0.2678
ATP6V1G3	1.5316	1.5676	0.0480	1.5196	0.0120	2.3034	3.8110	0.0360	1.5436	0.7838
ATP8A2	0.7959	2.9963	2.9881	0.1153	0.8487	1.5275	0.8256	2.2812	1.5337	1.5136
ATP8B2	0.5446	0.3103	0.4211	0.4498	0.4559	0.3615	0.2871	0.3432	0.3141	0.2836
ATPAF1	11.2453	8.4536	10.3320	6.2132	6.2437	8.5798	5.7365	6.7975	6.8886	6.6950
ATPAF2	1.3815	1.2821	1.1091	1.3531	1.1375	1.4057	1.6027	1.0752	1.2711	1.1310
ZNF48	0.4444	0.7420	0.7558	0.4414	0.5692	0.5355	0.4601	0.7146	0.5708	0.5679
ZNF735	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ATRIP	0.5793	0.5905	0.6141	0.4785	0.4909	0.5558	0.4989	0.5352	0.5223	0.5107
ATRNL1	1.9219	6.2288	6.1728	0.4529	1.8274	3.3435	1.9721	4.6746	3.2632	3.1537
ATRX	20.8200	20.2725	21.4099	12.4992	12.1459	20.2040	15.9110	16.4948	18.2915	19.7847
ATXN10	4.3869	5.0681	5.2175	2.5890	2.7238	4.3560	3.4670	3.8405	3.7641	3.5931
ATXN1L	2.3863	2.3770	2.1214	2.3335	2.0662	2.5767	2.7811	2.1558	2.4974	2.5053
ATXN3	0.6782	0.6398	0.6198	0.5467	0.4917	0.6827	0.6563	0.5511	0.6356	0.6513
ATXN8OS	0.0438	0.1752	0.1752	0.0000	0.0438	0.0876	0.0438	0.1314	0.0876	0.0876
ZNF77	0.9504	1.4875	1.4063	0.9226	1.0437	1.1403	1.1155	1.2906	1.1165	1.0048
ZNF83	9.0635	7.6676	6.2792	6.7520	4.4711	9.5906	10.2272	5.3339	8.3402	8.4560
AURKAIP1	7.8152	7.6853	7.7901	7.4867	7.4910	7.5956	7.4530	7.4807	7.4097	7.2429
AURKB	0.7625	1.0696	1.1450	2.2210	2.6389	0.8105	1.2414	1.9865	1.3118	1.1961
AURKC	1.1090	1.0436	1.1816	0.7304	0.7850	1.0404	0.7591	0.9792	1.0084	1.1526
AVEN	2.4415	1.5294	2.0322	1.6128	1.6373	1.8408	1.2290	1.5939	1.6984	1.9464
AXL	2.2865	2.1936	2.5630	2.1164	2.4239	2.0651	1.6522	2.4645	2.1822	2.3709
AZI2	12.3634	12.3842	12.3460	9.2317	8.7197	13.2038	11.6260	11.2305	13.0376	14.8876
AZIN1	9.2913	10.2016	10.3138	6.2830	6.2825	9.3739	8.0003	8.1811	8.4330	8.3677
AZU1	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
B3GALT5	0.1018	0.2410	0.2410	0.4155	0.5173	0.1205	0.2264	0.3885	0.2036	0.1205
B3GALT6	0.2896	0.4359	0.3589	0.3158	0.2991	0.3834	0.4372	0.3628	0.3745	0.3433
B3GAT1	1.6233	6.2778	6.2390	0.0991	1.6160	3.1889	1.6893	4.6990	3.1726	3.1405
B4GALNT3	1.1130	0.8681	0.9677	1.6453	1.7326	0.8108	1.0515	1.1559	0.8285	0.5021
B4GALT1	13.6298	9.2882	9.2648	12.0896	10.1594	11.9373	12.3874	8.6166	10.7494	10.4535
B4GALT6	0.8432	1.8089	1.7679	0.4550	0.7257	1.1972	0.8850	1.4168	1.1679	1.1757
B4GALT7	0.1992	0.2130	0.1638	0.1504	0.0990	0.2220	0.2528	0.1256	0.1774	0.1434
BAAT	0.2765	0.1880	0.2002	0.2553	0.2302	0.2168	0.2266	0.1744	0.1832	0.1450
BACE1	3.2823	6.0255	5.8881	1.9701	2.6859	4.3477	3.3765	4.8112	4.2389	4.3654
BACE2	2.0553	1.5587	1.3233	1.9695	1.5299	1.9319	2.2740	1.2586	1.6613	1.4118
BAD	0.3549	0.6314	0.5678	0.4924	0.5563	0.5030	0.5507	0.6411	0.5660	0.5648
BAG2	6.7589	3.9012	5.5460	5.3901	5.7252	4.3639	3.0888	4.4500	3.8520	3.6129
